date,GRCPAIAD,GRCPAISDR,GRCPAIUSD,GRCPRCAD,GRCPRCSDR,GRCPRCUSD,GRCPNRAD,GRCPNRSDR,GRCPNRUSD,GRCPBMAD,GRCPBMSDR,GRCPBMUSD,GRCPBCAD,GRCPBCSDR,GRCPBCUSD,GRCPAISAD,GRCPAISSDR,GRCPAISUSD,GRCPBCSAD,GRCPBCSSDR,GRCPBCSUSD
1995-11-01,30.4068613819315,31.1859974594677,35.040321391817,53.0788721831316,54.4540261982408,61.1518460173522,26.4540636707672,27.1309064530287,30.486211348496,38.2777592598837,39.2711831138236,44.1159013887047,24.6266811610288,25.2435100227135,28.3704880084954,,,,,,
1995-12-01,30.4951079646335,31.3015722798003,34.9396774061944,52.999858620118,54.4165436180652,60.7092441040385,26.5806713563266,27.2826020192227,30.4557456233537,38.1619826194289,39.1837810108746,43.7292278628568,24.4956993447417,25.1293716726631,28.0571135990802,,,,,,
1996-01-01,30.4975698436573,31.6489792266288,34.9616883235241,52.3946866088943,54.3878616804173,60.0490039541327,26.7131306883109,27.7206319114448,30.624325072801,36.2957760619975,37.6781866521427,41.6136119456269,24.7262042981058,25.6452971351675,28.3366853309763,,,,,,
1996-02-01,30.065304684248,31.8784615779875,35.0952362545332,51.3092892658094,54.4186806983859,59.8783684922078,26.407796257469,27.9993384622753,30.8268604626307,36.0419419362448,38.2278049704689,42.0768197564611,24.3550904749509,25.809363948728,28.4208289087282,,,,,,
1996-03-01,29.3666778590697,31.8575765992743,35.0013620396659,49.5558342952019,53.7740780879082,59.0495124837329,25.9141515009084,28.1111605011636,30.8874242966872,35.8035432487864,38.852892697311,42.6784165252075,23.8843319475278,25.8956504756433,28.4582149920046,,,,,,
1996-04-01,29.0802478315212,32.433264730856,35.3667275750991,49.5427519407338,55.2704441726966,60.2376886008473,25.560843521943,28.5070061713399,31.0875524051856,34.7321658218589,38.7493001459339,42.2455339371627,23.8344570257541,26.5676802384219,28.9778705763437,,,,,,
1996-05-01,28.8762283420563,32.7520344776912,35.5563039403622,50.1004054372857,56.8406872343607,61.6749465431057,25.1879573591516,28.5676574101065,31.0158485222089,34.6253382804771,39.2854085434059,42.6405042223128,23.39579120511,26.5210895111469,28.7990599199157,,,,,,
1996-06-01,28.7058392120417,32.3782693479479,35.0970420778083,49.5293659602276,55.8812891799514,60.5416754618302,25.0982207326481,28.3080649017695,30.6872363267655,32.0806513273194,36.1964513053711,39.2279496759346,23.945810904834,26.9940931133071,29.2680810534837,,,,,,
1996-07-01,28.4869993473873,31.9081469723868,34.7383238983443,48.6388537331388,54.4952280319227,59.2975684009183,25.0165575780156,28.0198812738521,30.5073354597768,31.0863084142282,34.8308011076849,37.9125913673745,23.9249216531683,26.7831227529805,29.1660160756099,,,,,,
1996-08-01,28.8211329436214,31.834417875352,34.8897335419185,48.9977187620184,54.1354796772616,59.2998866667569,25.3552375491122,28.0051183492511,30.695086579892,31.5990302242948,34.9139553445476,38.2571419402734,24.1444213795693,26.6537595429744,29.2191674967006,,,,,,
1996-09-01,28.3559656280407,31.9030464069287,34.7388567754127,47.4873459892099,53.4423906210164,58.1621400321405,25.0998661288019,28.2385884520625,30.7508454802272,30.3319920357177,34.1372145292804,37.1641477594003,23.9583797515804,26.9402094653167,29.3422192076115,,,,,,
1996-10-01,28.4053398625336,32.1361663265875,34.7559901994406,47.0258991855589,53.2171300481333,57.5252061182545,25.2599179391522,28.5765553008848,30.9083759829491,29.3219392787989,33.1838063595479,35.881825535251,23.9913273368392,27.1271495895161,29.3459642745023,,,,,,
1996-11-01,28.0339565907733,31.5849287660392,34.4833781973978,45.6045519940732,51.3953660511661,56.0821947572828,25.1021083473473,28.2806618858415,30.878072569542,30.973260279844,34.9077503268433,38.1034671142145,23.5759932601262,26.5473584162392,28.9907759433109,,,,,,
1996-12-01,27.9363074069375,31.8287669789469,34.4378113446327,44.7842963177179,51.0383743569383,55.1929611592896,25.1560936471412,28.6601118582335,31.0116104072877,31.325732746079,35.7019128858591,38.6206824741982,23.5970115116564,26.8697501115283,29.0795698459057,,,,,,
1997-01-01,28.6865241720515,32.345639121711,34.5288130379387,46.2022414536043,52.1100052736892,55.5978712794201,25.7856169077908,29.0736258890143,31.0381495017732,33.7562778763102,38.0742883022112,40.6359518240876,23.9381618412619,26.9764262533596,28.8044077693194,,,,,,
1997-02-01,29.0607190446796,33.0850517165241,34.4706341451586,47.9406555360566,54.5946008241372,56.8510230424225,25.879126417965,29.4617770504721,30.6977895443674,34.6959485542031,39.5133326801378,41.1598559754628,24.2744851972746,27.6204849679906,28.7844130206635,,,,,,
1997-03-01,28.7572064487677,33.8571012679575,35.0477057395477,49.1378849238405,57.8681769533589,59.8715851045373,25.2457901882579,29.7218549504409,30.7692168222693,34.8350256460287,41.0259499274604,42.4601180393044,23.48283974418,27.6318206243912,28.6106645169338,,,,,,
1997-04-01,28.7917286479809,33.6099794024203,34.6524778372352,50.2256385814203,58.6470589049118,60.4342893788866,25.0561252824881,29.248141972392,30.1574794609443,33.8397952284802,39.5155167683735,40.7330044050648,23.8351120405161,27.8082406296319,28.677955306364,,,,,,
1997-05-01,29.020785465682,33.4463868924105,34.7612614929909,50.091174023775,57.7459488428001,59.9844906471761,25.3696524459123,29.2373784026762,30.3889334852998,35.2442946748621,40.6320097375932,42.2208870644681,23.72893823299,27.3321730460481,28.4137859095307,,,,,,
1997-06-01,29.2377988689342,32.5680483169483,34.0462562443459,50.2394710077811,55.9773560738193,58.4872424700634,25.6077461813597,28.523464903025,29.8202047310703,35.7036720119633,39.7831692564863,41.5805028846548,24.2377394289248,26.9832949784486,28.2150765898959,,,,,,
1997-07-01,29.1724240731683,32.299777689775,33.46146006488,49.8775245608825,55.239809323372,57.1963952803255,25.6038605231879,28.3476023684498,29.3692189286606,36.6839525491977,40.6296023476412,42.0824151015213,24.5458493321412,27.1619464384836,28.1458821605504,,,,,,
1997-08-01,29.5373151922004,33.2334302176965,33.8550077854135,50.9467870855218,57.3378253877701,58.3794635860634,25.8288818780037,29.0598670457105,29.605478294056,37.8437141375464,42.5929126184031,43.3808260842258,24.5536119000916,27.6105684892997,28.1340153216222,,,,,,
1997-09-01,29.9025774037472,32.7243186601761,33.4346010996853,51.5386509073754,56.417690051052,57.6118694310814,26.156442547136,28.6236182437924,29.2469629219484,37.1235802622483,40.6397733528973,41.5135181850574,25.1038735359372,27.4573448075026,28.0603247734064,,,,,,
1997-10-01,29.8030612659664,32.2858541372005,33.2104348679052,50.9387079125129,55.1975236289465,56.7483201621445,26.1609992324031,28.3393312374775,29.152955512868,35.7999465396439,38.7947731443185,39.897733850931,25.1565217909303,27.2369082789311,28.0239089342285,,,,,,
1997-11-01,30.6408807173508,31.8446156406623,32.9207966577455,53.083066092273,55.1837274083691,57.0185922594024,26.7441123875108,27.7937291120137,28.7350432881717,35.9490343977774,37.3732985843559,38.6285570545211,26.2064688383301,27.2206870716396,28.1476427587558,,,,,,
1997-12-01,31.2401538476213,31.4187535633805,31.9872587049517,54.2715918990235,54.596979043148,55.5555969053138,27.2350290885578,27.3897139009,27.8872877115118,35.826130924168,36.0425185191258,36.6873152416192,27.472696165939,27.614226345575,28.1209231763477,,,,,,
1998-01-01,30.7307262026711,30.7784390365115,31.0722455928857,52.4544219323043,52.5504134153202,53.0241019397002,26.9902305757098,27.0311315648401,27.2910966408678,35.2548117947909,35.3208870049206,35.6508904892413,27.4696411324248,27.4968257922487,27.7662503689308,,,,,,
1998-02-01,29.8322963985464,30.5975216798303,31.0354988642077,50.2938822423058,51.5982522218996,52.3092634226674,26.3352233096465,27.0097419964033,27.3983005617879,33.5872481753075,34.4598531909709,34.9460933390582,26.8439319027374,27.5170266000981,27.9178909004113,,,,,,
1998-03-01,29.7929714702991,30.5123710472411,30.8360118768818,50.8410984077901,52.0831599665599,52.6078686389966,26.1693260331716,26.8002310839598,27.0864130232233,33.7699003732008,34.5964350250731,34.9563699482309,26.9263241456871,27.5610028018974,27.8603061952566,,,,,,
1998-04-01,30.353782703514,30.3285805075429,30.5952863313358,50.0809288160568,50.0532063195298,50.466765944945,27.0290971706444,27.0056520338466,27.2450629547043,34.8148454337863,34.7971093978056,35.0960577926051,27.3619791672121,27.3238932929633,27.5710712833503,,,,,,
1998-05-01,30.7075322403891,29.6415656904468,29.9485499205155,51.5621736251775,49.7860538760463,50.2751642734833,27.1521761728392,26.2086547932365,26.4819584880881,34.4384390905682,33.2536342631607,33.591276331923,27.8904540161823,26.9071448413004,27.1926102887988,,,,,,
1998-06-01,31.0855452020924,28.9000879584237,28.9594045840345,51.438452807044,47.8353369639972,47.9082641605563,27.6485964117757,25.7038175260468,25.758395295222,34.4272542568944,32.0171371597083,32.0764051654485,28.7117965067165,26.6782201738179,26.7396635759893,,,,,,
1998-07-01,30.0908538266291,28.7372631249079,28.739727444829,49.9519969021927,47.7181955480629,47.6971453338577,26.7297781791269,25.5264318792566,25.5304261389669,33.7155801167215,32.2092760752164,32.2055658987872,27.4610959067755,26.2110589841456,26.2198637792368,,,,,,
1998-08-01,31.0459592412292,28.419655744596,28.3140348041139,50.828729817843,46.5418081458207,46.3444075217339,27.7297526961602,25.383037468663,25.2904903577506,35.0213311495955,32.0690292022296,31.9434259042855,28.7140338350786,26.2702222533536,26.1791365495361,,,,,,
1998-09-01,30.725828664908,27.2965500229212,27.9556444337339,48.7062940112986,43.2822178608469,44.3039438881255,27.7855708126478,24.6835342828117,25.2813232550217,35.3700559773711,31.4325298726643,32.1850223228013,28.4833843037148,25.2901587178738,25.9072863346456,,,,,,
1998-10-01,29.4965886770156,26.6762192527971,28.1605003350101,46.8394249866833,42.3725212035256,44.7065882572288,26.6564894715954,24.1067855828415,25.4499013968656,32.5265522760005,29.4259133384455,31.0569476739182,27.4850466429657,24.8430420126715,26.2318841090285,,,,,,
1998-11-01,28.5950498783003,26.7380236903157,28.0197686609543,46.6165163866059,43.601208404765,45.6672543765975,25.5833103772973,23.9209844968717,25.0694612880572,31.7729609497157,29.7190941666224,31.1374856099824,26.2128206160636,24.4967240590551,25.677448944347,,,,,,
1998-12-01,28.6919595269094,26.0494070576376,27.4125116226298,47.4033375973677,43.0493717719461,45.2781776189188,25.5355546441654,23.1828482597863,24.3976776872344,31.4013589152352,28.5184231909497,30.0046956646288,26.4677556603904,24.0165465752846,25.279598267095,,,,,,
1999-01-01,28.3622790810447,26.1602768054122,27.6418570391367,46.7439254607071,43.1267423554716,45.5452059174769,25.2666744059078,23.3041441165251,24.6257093507225,30.3564631081641,28.0086265059339,29.5889411472209,26.2685185243515,24.2154530458218,25.593289120656,,,,,,
1999-02-01,27.6734032568416,26.3488477886389,27.3610551285437,45.2674359832293,43.1126995655371,44.7453144352524,24.7259315323637,23.5415787292779,24.4476718032273,29.9979214723633,28.5712771926664,29.6628992941779,25.723433029611,24.4784432747724,25.4251562286856,,,,,,
1999-03-01,28.1803753742011,26.7843739611873,27.431256806303,46.1375184698138,43.8640999862643,44.8998161771993,25.1701845596723,23.9224133780188,24.501908130367,30.520561172331,29.0179464214921,29.7128021230246,25.9197492024879,24.6218868125549,25.2228501174243,,,,,,
1999-04-01,27.2689125508134,26.5558611643018,27.0408533123583,45.4689971600466,44.292297739832,45.0774507529374,24.1799488161475,23.5467954995327,23.9785283466969,31.6053115512619,30.7887515997212,31.344750178671,23.4972112618336,22.8699229393885,23.2934237138736,,,,,,
1999-05-01,26.3723926124591,26.6118951317988,26.9792200360516,44.5754000110758,44.9926718959271,45.5896759729625,23.2564168541196,23.4667495635806,23.7923442936735,31.6817083299913,31.9796934199721,32.4145959872099,22.2470880213459,22.4365074145265,22.7518891276604,,,,,,
1999-06-01,26.6845997386576,26.8572884578515,27.0423710953212,45.8756826330311,46.1853538206702,46.4791325050969,23.3665416377971,23.5168838816147,23.6806211422664,31.2870040147592,31.4995886518672,31.71029024669,22.7681039118072,22.9025660852958,23.0661638199634,,,,,,
1999-07-01,26.7965623510202,27.0801137466021,27.2326153425313,45.6773888975663,46.1735148533493,46.4090776459883,23.5481389976847,23.7964326368655,23.932134453499,33.583699944489,33.9499685028151,34.134297825788,22.0158276464038,22.2362847547706,22.3671019403144,,,,,,
1999-08-01,28.01735826487,27.2567094660374,27.933561645003,48.2096120795433,46.9137493246298,48.053404896315,24.5244554018959,23.8577497035142,24.4519262395028,35.3483669553101,34.399729690217,35.2468774688412,22.4497082635919,21.8279400540238,22.3755780490266,,,,,,
1999-09-01,28.1429439750188,27.2871803881202,28.2166884323286,47.3853111529741,45.9571551596623,47.4975985061621,24.8568433257555,24.1001072493016,24.9228134372776,36.7923330837198,35.6850161640551,36.8931730418556,22.1745179417826,21.4881552208856,22.2256840314073,,,,,,
1999-10-01,28.5583343530921,27.5409872703656,28.7460730817303,45.9866467661281,44.3607252990224,46.2773831894055,25.6723431185441,24.7568852532634,25.8419769666879,36.2150562983038,34.9361649173585,36.4575080282778,22.2294377242633,21.4254976297861,22.3685875221909,,,,,,
1999-11-01,28.7879115548299,27.5068690124358,28.4452535145589,46.580511511212,44.520037097397,46.0145629112847,25.8307850234057,24.6804156311033,25.5241817816737,37.1857698012157,35.5424376164535,36.7475669156632,22.1683983037082,21.1700130072298,21.8976947191215,,,,,,
1999-12-01,28.6505105351766,27.4881136020874,28.3490645915197,45.1487158773565,43.3289573990545,44.6625144329051,25.9661088891905,24.9116968463955,25.6937691116755,38.8367029984258,37.2730008588216,38.4326991235787,21.9363002692006,21.0344791842773,21.6987233319198,,,,,,
2000-01-01,28.5681750538184,28.1963109292269,29.0269043751717,44.7882214782729,44.2174684291379,45.4960235174445,25.9408263130761,25.602210445181,26.3582519353898,39.7267458445847,39.2222242449468,40.3695008642447,21.60621355412,21.3129843631051,21.9463004324665,,,,,,
2000-02-01,30.373967020235,29.1971769979791,29.5235622376637,47.4379562323798,45.6126789545077,46.0982680556864,27.6193149083018,26.5482630351403,26.8469353443272,41.4221787428665,39.8301294325667,40.2672844377629,22.5911936160628,21.7037277285294,21.951836016483,,,,,,
2000-03-01,31.0198212166375,28.9556947352006,29.2164837628828,49.6117337518285,46.3232869542276,46.7158719750557,27.9574760239216,26.0961550874383,26.3330517485205,41.7136717299415,38.9504564895865,39.2933665456023,22.9485459198462,21.4094584045282,21.6076860536413,,,,,,
2000-04-01,31.4438964139541,28.8264683192915,29.0439534419777,52.0834130160051,47.7611506777705,48.0961384959101,27.9562118213092,25.6281506370758,25.8233316181066,40.1543495646787,36.8236734194841,37.0940398672365,23.5077324645522,21.5388062630706,21.7067371064015,,,,,,
2000-05-01,32.8643738554126,29.8205799571586,29.3715743387005,54.8571890446884,49.7902764647236,49.0147522826472,29.1291339598614,26.4303041235414,26.0341864648958,42.241499747404,38.3415341227016,37.7566415002314,24.3287890375584,22.0631249721241,21.7363584746292,,,,,,
2000-06-01,32.6363569773016,29.9353787899315,29.9359575491562,53.7562916441127,49.3210880916502,49.2960566106129,29.0810462522139,26.6733138295002,26.6757157853745,40.5318767623657,37.1894050244671,37.182651570276,23.9456983480019,21.9516110829571,21.9575266608271,,,,,,
2000-07-01,33.0627344669847,30.22860173366,30.072582411991,55.0208858779164,50.3184358654017,50.0323534362618,29.3407447244868,26.8246637616257,26.688100374405,42.029405287926,38.4389900183319,38.2329107735177,24.024649257302,21.952912928573,21.8450700903187,,,,,,
2000-08-01,33.4927231363861,30.597278854354,30.0955836238215,56.3290470105258,51.4736557303422,50.6029823004337,29.5956172846715,27.0360731162294,26.5946505362084,42.3456958888891,38.6973346414429,38.0551771986498,24.3511379500259,22.2334785340768,21.8743926381657,,,,,,
2000-09-01,35.4263638771072,31.1792882432334,30.3288958387556,57.8226098549375,50.9046636664616,49.4901886297121,31.6802684111233,27.8812560526709,27.1227329500967,46.6661707883169,41.0848038351429,39.9562158460192,25.4998001102998,22.4301513091231,21.8238429916321,,,,,,
2000-10-01,36.8139134181666,31.0866990125102,30.0552544379639,61.1860384058707,51.6815132337218,49.940416046421,32.6861726116349,27.6000936758437,26.6862203163673,45.6978284557596,38.6009167019333,37.312654722672,26.8938759377542,22.6971761510588,21.9495818668477,,,,,,
2000-11-01,36.8005328866646,30.8174473315153,29.694914647745,61.5436579218442,51.5520719728867,49.6481051572547,32.5930705874917,27.2930264877486,26.3007314012869,44.9623025062296,37.6643547703779,36.2851298029476,27.013471815668,22.6088653993777,21.7907816948131,,,,,,
2000-12-01,35.1553771224873,30.5945161471229,29.7404860321444,59.3711760656962,51.6830035345815,50.2138303722779,31.0122468094229,26.9878895600815,26.2363917624866,44.6118814979438,38.8366536314644,37.7449630403418,26.1033508058211,22.7040794253968,22.0758275344315,,,,,,
2001-01-01,34.8485353134369,30.5825833903363,29.9177376396939,59.5395705010451,52.2655591937512,51.1024022534619,30.5947582218346,26.8485310436957,26.2667185400685,44.3119223947236,38.9000056596354,38.0466983784355,25.9178308861354,22.7323377660811,22.2437140650182,,,,,,
2001-02-01,36.3261350795256,30.9032910736044,30.0334194983125,61.7715072507144,52.5646772278718,51.0581630517328,31.9545546280403,27.1832996388632,26.4200072559973,45.5592299496983,38.7704951558408,37.6716053360226,26.7254967051823,22.7230766675858,22.0889873359753,,,,,,
2001-03-01,37.7808939603593,30.6154906377724,29.4676521333825,66.1596025814463,53.6268325505377,51.5890571867462,32.8249216498271,26.5984639215237,25.6030425291281,46.1147573528408,37.3807796702458,35.9720672171757,28.0387802249994,22.7082632262629,21.8623505172354,,,,,,
2001-04-01,38.5434416716382,31.3285671806532,29.8336308355298,66.0173352772556,53.6745356870342,51.0863658286396,33.8033818668623,27.4747694758982,26.1655788140667,45.8468478166611,37.2768285453065,35.4909206277522,29.8198906101507,24.2243368244312,23.0741705186148,,,,,,
2001-05-01,38.1613487806212,32.3098292788884,30.663603593033,63.4485600493532,53.7344715457613,50.969766603714,33.8776019108012,28.6818706003145,27.2224188096208,45.248529988736,38.3225902422724,36.3626992858031,30.0819511159614,25.4549798579683,24.1640601991617,,,,,,
2001-06-01,37.9820038752271,32.3586394878303,30.4044986475358,62.7629101315885,53.4854577126379,50.228989815346,33.8012371203956,28.7957795415266,27.0587134461283,43.2622167519415,36.8689341233765,34.6354556679578,30.9137720364027,26.3220790552809,24.73867327226,,,,,,
2001-07-01,38.1804385426399,32.0193942370501,30.0924626776877,63.3472080256022,53.1398032490337,49.9155309889152,33.9230065417663,28.4479122479624,26.737803621526,42.1078109620881,35.3243596067288,33.1918643295545,31.8204304668585,26.6706781671116,25.0719031002778,,,,,,
2001-08-01,37.3527197896716,31.6338743642857,30.2820745784631,62.1556588420651,52.6539667051198,50.3773673162609,33.1534741388828,28.0765062607107,26.8786229096293,39.5735734559863,33.5254686656458,32.0863877297364,31.4285463553551,26.6017531585058,25.4713592458826,,,,,,
2001-09-01,38.8724668012635,31.4637818005733,30.4085311457433,65.2191598620522,52.803691482906,51.0058441948844,34.4020396558519,27.844336715897,26.9123801190795,39.5209281766391,31.9989250942626,30.9195127115627,32.9385807124559,26.6458458796873,25.7586237265064,,,,,,
2001-10-01,37.2651684928682,30.2349763733788,29.0676047915354,61.0101090480106,49.5140681657762,47.577252378949,33.2634073225171,26.9871574484641,25.9470188007126,37.9841351617508,30.8282037568813,29.6319726545776,33.2221231188925,26.9395127882669,25.9058575408958,,,,,,
2001-11-01,36.5086013205989,30.5874607978844,29.1540801806717,61.1177277607018,51.2195425010193,48.7935871485359,32.3354352126031,27.0901123319347,25.8224493617563,38.6322190507961,32.3770532383874,30.8536087294181,32.5925887809959,27.2912166627429,26.0188104976695,,,,,,
2001-12-01,36.656762400177,30.6604816154727,29.1149855985421,62.7764545656756,52.5220800055278,49.8483351496805,32.2019186535637,26.9333565894041,25.5775415386091,39.4633615079549,33.0185789022069,31.3479189291188,32.0372079110594,26.7815270887731,25.4379182179979,,,,,,
2002-01-01,36.8428669121211,31.2080987738466,29.4115530583017,63.8040551346308,54.0607965985279,50.9218555832388,32.2323708932161,27.3017201608558,25.7318711017832,40.7404139633516,34.5206342048265,32.526860116981,31.5857605154744,26.7399777854616,25.2069506243131,,,,,,
2002-02-01,36.9421617353823,31.3105500456103,29.2823118496971,63.1948909574903,53.5760418539336,50.0790894324637,32.4658312759349,27.5155870888737,25.734999158897,41.0781311076204,34.8271953722125,32.5646111556468,31.7254209754255,26.8739555640315,25.1393984665157,,,,,,
2002-03-01,37.0499917809089,31.9780858963818,30.0337252136561,63.3728684035375,54.7126787059429,51.3589162050145,32.5618117586132,28.1032647416896,26.3963709728291,41.6707150263476,35.9778109231711,33.7834659808766,31.3938849397932,27.081032622907,25.4407893039723,,,,,,
2002-04-01,36.4777886090085,31.9758629933689,30.1716298150143,60.4736095474469,53.0249085721008,50.0066266233604,32.4193443579576,28.4172379776577,26.8156958337747,40.6127580905937,35.6119446917371,33.5957945371252,30.7168226932937,26.9107543819155,25.3986709228944,,,,,,
2002-05-01,35.3891973367258,31.34368875655,30.0554511159365,57.5533294365102,50.98825048863,48.8668550247677,31.6612279412799,28.0408395627476,26.8902517261546,38.7564699362352,34.3370547227546,32.9191729473234,29.8558223053231,26.4279964758466,25.3481347776181,,,,,,
2002-06-01,34.3947075625145,31.0214602669989,30.2678149167024,56.9192132529797,51.3511021546436,50.0771651587807,30.5869813525914,27.586150359296,26.9178669215939,38.1486962525328,34.4183265137089,33.5754090745911,28.6089989389409,25.78867844979,25.1684541545837,,,,,,
2002-07-01,35.7212759759803,30.5974121343082,30.5957858522563,61.3757193878794,52.5865395230698,52.5560410519023,31.3423374419385,26.8455916157314,26.8460630561525,38.7855261602719,33.2327938717527,33.2243505417345,28.986601246459,24.8148033685706,24.8196913863235,,,,,,
2002-08-01,36.6019425750304,30.8994949542878,30.6558492035401,64.7438039068269,54.6720957871451,54.2124240298476,31.766934739335,26.8167671528269,26.6071955570168,37.8185813900335,31.9368378640678,31.6786462155439,29.79953108717,25.1427331073469,24.9507197424345,,,,,,
2002-09-01,37.1324178580828,31.5919369489853,31.3821598985158,69.0027933219966,58.7232335254759,58.302566441257,31.6041570920466,26.8875419720123,26.7108918368884,37.5141669914152,31.9269745464907,31.7086004163153,29.172112352263,24.8054272546915,24.6468777751021,,,,,,
2002-10-01,37.4890301854192,32.1534917532321,31.8372839115046,71.7436322955822,61.5499298509596,60.9125195957979,31.5176756917414,27.0309919961204,26.7670531972032,37.6547023950242,32.3059554764418,31.9818209888201,28.584512876096,24.5025081250705,24.2676114154559,,,,,,
2002-11-01,37.1309033384574,32.1748727255346,32.1903107098896,70.1203330533749,60.7778814080093,60.7750076991165,31.3926138760244,27.2014882235787,27.2164644047895,38.85012787753,33.6754345775858,33.6848230395901,28.6149691694625,24.7816611408858,24.7997537144404,,,,,,
2002-12-01,37.3023987902272,32.2693078297713,32.4565333738285,69.1392559759013,59.8270867462312,60.142499251892,31.782500991099,27.4931703504052,27.6546403746736,38.7436503890066,33.5268583934626,33.7146047082555,28.1903476121796,24.3730079284043,24.5205515194065,,,,,,
2003-01-01,36.5893662977883,32.0929760625759,32.9153747657857,65.9031820622643,57.8204880938972,59.2709242645744,31.5342672332397,27.6580598788963,28.3688176023323,38.4937958301,33.7742160009508,34.6327373126442,27.2112505826904,23.8539011564996,24.4712892280285,,,,,,
2003-02-01,36.513207300653,32.5767070794456,33.5460706566837,65.4213805424184,58.3844467395834,60.0900793938601,31.5333055470774,28.1326448415803,28.9718180148177,39.1474522805174,34.9381686702725,35.9705718290731,26.7036056967697,23.8112895392558,24.5259598622004,,,,,,
2003-03-01,35.3055596417214,31.916765790594,32.8529866935188,64.2483309512872,58.0975597541521,59.7702409368271,30.3044394326451,27.3946588268805,28.2002259214335,37.7766555823503,34.161640417526,35.1566453778456,25.9669411311087,23.4613165578108,24.1555529294504,,,,,,
2003-04-01,33.9353154204125,31.1129593685607,31.9818024203617,62.0049685607566,56.8638404888616,58.4209932118727,29.0813430560795,26.6616949857156,27.4081725819737,35.8360899890061,32.8661992529663,33.7772142165257,25.8283161946481,23.6668978030895,24.3338917751759,,,,,,
2003-05-01,32.0519753887096,30.3115862331948,32.0359376113629,55.7432225229136,52.7310233486026,55.7013997738619,27.9967233732622,26.4755465418293,27.9836538330987,35.2506608086875,33.3472910373505,35.2372546735719,24.2502763001804,22.9206201512909,24.2305773206177,,,,,,
2003-06-01,31.4635213043591,30.3676482608985,32.2947402978622,54.1632389574231,52.291214214564,55.580250075056,27.5871719023549,26.6253226993826,28.3169338688833,35.1200323633031,33.9076877921958,36.052180927116,24.041467915091,23.1910613613008,24.6689056315295,,,,,,
2003-07-01,31.7461651927284,30.8991913416127,32.4746648482352,55.097173042015,53.6420569555543,56.3474310791003,27.7510361546887,27.0096470896377,28.3888097329397,35.9833715921819,35.0345972557951,36.8135266253848,23.66807940078,23.0236762011379,24.203649515501,,,,,,
