Data Item Description,Series Type,Series ID,Series Start,Series End,No. Obs.,Unit,Data Type,Freq.,Collection Month,Table,Table Description,Catalogue number
Index Numbers ;  Final ;  Total (Source) ;,Original,A2314865F,1998-09-01 00:00:00,2026-06-01 00:00:00,112,Index Numbers,INDEX,Quarter,3,642701,"Final demand, Index Numbers and Percentage Changes.",6427.0
