Data Item Description,Series Type,Series ID,Series Start,Series End,No. Obs.,Unit,Data Type,Freq.,Collection Month,Table,Table Description,Catalogue number
Index Numbers ;  All groups CPI ;  Australia ;,Original,A2325846C,1948-09-01 00:00:00,2026-06-01 00:00:00,312,Index Numbers,INDEX,Quarter,3,6401017,"CPI: Quarterly All Groups, Index numbers and Percentage change",6401.0
