Data Item Description,Series Type,Series ID,Series Start,Series End,No. Obs.,Unit,Data Type,Freq.,Collection Month,Table,Table Description,Catalogue number
Household spending ;  Total (Household Spending Categories) ;  Australia ;  Current Price ;,Seasonally Adjusted,A130200584T,2012-07-01 00:00:00,2026-06-01 00:00:00,168,$ Millions,FLOW,Month,1,5682001,"Estimates of Household Spending, Australia",5682.0
