Data Item Description,Series Type,Series ID,Series Start,Series End,No. Obs.,Unit,Data Type,Freq.,Collection Month,Table,Table Description,Catalogue number
Unemployment rate ;  Persons ;,Seasonally Adjusted,A84423050A,1978-02-01 00:00:00,2026-06-01 00:00:00,581,Percent,PERCENT,Month,1,62020001,"Labour force status by Sex, Australia - Trend, Seasonally adjusted and Original",6202.0
